,Unnamed: 0,URL,Price,Marka,Model,İşletim Sistemi,Ön Kamera Çözünürlüğü,Arka Kamera Çözünürlüğü,Bellek Kapasitesi,Batarya Kapasitesi,Ekran Boyutu,Ekran Çözünürlüğü,Garanti Türü,Hızlı Şarj Özelliği,Çift Hatlı,Toza Dayanıklılık,En,NFC,GPS,Hafıza Kartı Desteği,Yonga Seti (Chipset),4.5G Desteği,İşlemci,Bluetooth Sürüm,Arka Kamera Video Kayıt Çözünürlüğü,CPU Frekansı,Ekran / Gövde Oranı,Optik Görüntü Sabitleyici,Çözünürlük Standardı,USB Bağlantı Tipi,USB Versiyonu,Boy,İkinci Arka Kamera Çözünürlüğü,Kalınlık,Suya Dayanıklılık,Parmak izi Okuyucu,Üçüncü Arka Kamera Çözünürlüğü,Ağırlık,Arka Kamera Video FPS Değeri,Dördüncü Arka Kamera Çözünürlüğü,CPU Çekirdeği,Ekran Tipi,5G Desteği,Yüz Tanıma,Toza Dayanıklılık Seviyesi,Suya Dayanıklılık Seviyesi,1.Yardımcı İşlemci,İkinci Ön Kamera Çözünürlüğü,Kamera Zoom,2.Yardımcı İşlemci,Beşinci Arka Kamera Çözünürlüğü,Dahili_Hafiza
40,40,https://www.n11.com/urun/general-mobile-gm-20-64-gb-general-mobile-turkiye-garantili-1507030?magaza=gelbial," 1.873,90 ", General Mobile, GM 20, Android, 8 MP, 13 MP, 4 GB, 4000 mAh," 6.09""", 720 x 1560, Distribütör Garantili,,,, 73.8 MM,, Var, Var, MediaTek MT6762D (Helio A25), Var, Quad-core 1.8 GHz ARM Cortex-A53,5.0,, 1.8 GHz, % 79.32,, HD+, USB Type-C, 2.0, 154.5 MM, 2 MP, 8.8 MM,, Var, 2 MP, 160 G,,,8.0, IPS LCD,, Var,,, Quad-core 1.5 GHz ARM Cortex-A53,,,,,64.0
41,41,https://www.n11.com/urun/xiaomi-redmi-note-8-pro-64-gb6-gb-xiaomi-turkiye-garantili-1128174?magaza=bittibitiyor," 3.130,00 ", Xiaomi, Redmi Note 8 Pro, Android, 20 MP, 64 MP, 6 GB, 4500 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var, Var, 76.4 MM, Var, Var, Var, MediaTek Helio G90T, Var, Dual-Core 2.05 GHz ARM Cortex-A76,5.0, 2160p (Ultra HD) 4K, 2.05 GHz, % 84.1, Yok, FHD+, USB Type-C, 2.0, 161.3 MM, 8 MP, 8.8 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var, IP5X, IPX2,,,,,,64.0
42,42,https://www.n11.com/urun/samsung-galaxy-s20-fe-128-gb-samsung-turkiye-garantili-1557583?magaza=samsungturkiye," 6.179,00 ", Samsung, S20 FE, Android, 32 MP, 12 MP, 6 GB, 4500 mAh," 6.5""", 1080 x 2400, Distribütör Garantili, Var,, Var, 74.55 MM, Var, Var, Var, Samsung Exynos 990, Var, Dual-core 2.73 GHz Mongoose M5,5.0, 2160p (Ultra HD) 4K, 2.73 GHz, % 85.52, Var, FHD+, USB Type-C,, 159.8 MM, 12 MP, 8.4 MM, Var, Var, 8 MP, 190 G, 60 fps,,8.0, Super AMOLED,, Var, IP6X, IPX8,,, 3x Optik,,,128.0
43,43,https://www.n11.com/urun/samsung-galaxy-a21s-duos-64-gb-samsung-turkiye-garantili-1402396?magaza=azimticaret," 2.664,00 ", Samsung, Galaxy A21S, Android, 13 MP, 48 MP, 4 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili, Var, Var,, 75.3 MM, Var, Var, Var, Samsung Exynos 850, Var, Quad-Core 2.0 GHz ARM Cortex-A55,5.0, 1080p (Full HD), 2 GHz, % 82.43,, HD+, USB Type-C, 2.0, 163.7 MM, 8 MP, 8.9 MM,, Var, 2 MP, 192 G, 30 fps, 2 MP,8.0, PLS,,,,,,,,,,64.0
44,44,https://www.n11.com/urun/samsung-galaxy-a31-duos-128-gb-samsung-turkiye-garantili-1345263?magaza=bittibitiyor," 2.999,00 ", Samsung, Galaxy A31, Android, 20 MP, 48 MP, 4 GB, 5000 mAh," 6.4""", 1080 x 2400, Distribütör Garantili,, Var,, 73.1 MM, Var, Var, Var,, Var, MediaTek MT6768 (Quad 2GHz + Quad 1.7GHz),, 1080p (Full HD),,, Var, FHD+,,, 159.3 MM, 5 MP, 8.6 MM,, Var, 8 MP, 185 G, 30 fps, 5 MP,, Super AMOLED,,,,,,,,,,128.0
45,45,https://www.n11.com/urun/xiaomi-redmi-note-9-pro-64-gb-xiaomi-turkiye-garantili-1377379?magaza=escmarket," 3.405,00 ", Xiaomi, Redmi Note 9 Pro, Android, 16 MP, 64 MP, 6 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM, Var, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
46,46,https://www.n11.com/urun/oppo-reno-3-128-gb-oppo-turkiye-garantili-1346908?magaza=pereksgrup," 3.929,00 ", Oppo, Reno 3, Android, 44 MP, 48 MP, 8 GB, 4025 mAh," 6.4""", 1080 x 2400, Distribütör Garantili, Var, Yok, Yok, 73.3 MM, Var, Var, Var, MediaTek Helio P90, Var, Dual-core 2.2 GHz ARM Cortex-A75,5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 82.36,, FHD+, USB Type-C, 2.0, 160.2 MM, 8 MP, 7.9 MM, Yok, Var, 13 MP, 170 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,128.0
47,47,https://www.n11.com/urun/samsung-galaxy-note-10-plus-256-gb-samsung-turkiye-garantili-1035961?magaza=samsungturkiye," 8.548,00 ", Samsung, Galaxy Note 10 Plus, Android, 10 MP, 12 MP, 12 GB, 4300 mAh," 6.8""", 1440 x 3040, Distribütör Garantili, Var, Yok, Var, 77.1 MM, Var, Var, Var, Samsung Exynos 9825, Var, Dual-Core 2.73 GHz Exynos M4,5.0, 2160p (Ultra HD) 4K, 2.73 GHz, % 92.23, Var, QHD+, USB Type-C, 3.1 Gen 1 (USB 3.0), 162.3 MM, 16 MP, 7.9 MM, Var, Var, 12 MP, 198 G, 60 fps,,8.0, Dynamic AMOLED, Yok,, IPX8, IPX8,,,,,,256.0
48,48,https://www.n11.com/urun/samsung-galaxy-a11-32-gb-samsung-turkiye-garantili-1402323?magaza=azimticaret," 2.251,00 ", Samsung, Galaxy A11, Android, 8 MP, 13 MP, 2 GB, 4000 mAh," 6.4""", 720 x 1560, Distribütör Garantili, Var,,, 76.3 MM, Var, Var, Var, Qualcomm Snapdragon 450 (SDM450), Var, Octa-Core 1.8 Ghz ARM Cortex-A53,4.2, 1080p (Full HD), 1.8 GHz, % 81.4,, HD+, USB Type-C, 2.0, 161.4 MM, 5 MP, 8 MM,,, 2 MP, 177 G, 30 fps,,8.0, PLS,,,,,,,,,,32.0
49,49,https://www.n11.com/urun/xiaomi-mi-note-10-lite-duos-128-gb-8-gb-ram-xiaomi-turkiye-garantili-1464527?magaza=bittibitiyor," 4.209,00 ", Xiaomi, Mi Note 10 Lite, Android, 16 MP, 64 MP, 8 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 74.2 MM, Var, Var,, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.25,, Full HD, USB Type-C, 2.0, 157.8 MM, 8 MP, 9.7 MM,, Var, 5 MP, 204 G, 30 fps, 2 MP,8.0, AMOLED,, Var,,,,,,,,128.0
50,50,https://www.n11.com/urun/xiaomi-mi-note-10-lite-128-gb-6-gb-ram-xiaomi-turkiye-garantili-1377405?magaza=mieko," 4.044,00 ", Xiaomi, Mi Note 10 Lite, Android, 16 MP, 64 MP, 6 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 74.2 MM, Var, Var, Yok, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.25, Yok, FHD+, USB Type-C, 2.0, 157.8 MM, 8 MP, 9.67 MM,, Var, 5 MP, 204 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,128.0
51,51,https://www.n11.com/urun/xiaomi-redmi-note-9-pro-128-gb-6-gb-ram-xiaomi-turkiye-garantili-1377366?magaza=amobile," 3.679,00 ", Xiaomi, Redmi Note 9 Pro, Android, 16 MP, 64 MP, 6 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM, Var, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,128.0
52,52,https://www.n11.com/urun/apple-iphone-11-pro-64-gb-apple-turkiye-garantili-1110153?magaza=bittibitiyor," 11.129,00 ", Apple, iPhone 11 Pro, iOS, 12 MP, 12 MP, 4 GB, 3190 mAh," 5.8""", 1125 x 2436, Distribütör Garantili, Var, Yok, Var, 71.4 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 78.62, Var, FHD+, Lightning, 2.0, 144 MM, 12 MP, 8.1 MM, Var, Yok, 12 MP, 188 G, 60 fps,,6.0, OLED, Yok, Var, IP6X, IPX8,,, 2x Optik,,,64.0
53,53,https://www.n11.com/urun/xiaomi-mi-note-10-lite-128-gb-6-gb-ram-xiaomi-turkiye-garantili-1377405?magaza=teknolojiankara," 4.099,00 ", Xiaomi, Mi Note 10 Lite, Android, 16 MP, 64 MP, 6 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 74.2 MM, Var, Var, Yok, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.25, Yok, FHD+, USB Type-C, 2.0, 157.8 MM, 8 MP, 9.67 MM,, Var, 5 MP, 204 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,128.0
54,54,https://www.n11.com/urun/tcl-10l-t770h-64-gb-duos-tcl-turkiye-garantili-1352977?magaza=bittibitiyor," 2.800,00 ", Tcl, 10L, Android, 16 MP, 48 MP, 6 GB, 4000 mAh," 6.53""", 1080 x 2340, Distribütör Garantili,, Var,, 76.5 MM,, Var, Var,, Var, Qualcomm Snapdragon 665,5.0, 1080p (Full HD), 2 GHz, % 91,,, USB Type-C, 2.0, 162.2 MM, 8 MP, 8.4 MM,, Var, 2 MP, 187 G, 30 fps, 2 MP,8.0, LCD,, Var,,,,,,,,64.0
55,55,https://www.n11.com/urun/huawei-p30-lite-128-gb-huawei-turkiye-garantili-962687?magaza=gelecekbizde," 2.888,99 ", Huawei, P30 Lite, Android, 24 MP, 48 MP, 4 GB, 3340 mAh," 6.15""", 1080 x 2312, Distribütör Garantili, Var, Yok, Yok, 72.7 MM, Var, Var, Var, Huawei Kirin 710, Var, Quad-Core 2.2 GHz ARM Cortex-A73,4.2, 1080p (Full HD), 2.2 GHz, % 83.75, Yok, FHD+, USB Type-C, 2.0, 152.9 MM, 8 MP, 7.4 MM, Yok, Var, 2 MP, 159 G, 60 fps,,8.0, IPS LCD, Yok,,,,,,,,,128.0
56,56,https://www.n11.com/urun/xiaomi-redmi-note-9-64-gb-xiaomi-turkiye-garantili-1387192?magaza=escmarket," 2.799,00 ", Xiaomi, Redmi Note 9, Android, 13 MP, 48 MP, 3 GB, 5020 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var,, 77.2 MM,, Var, Var, MediaTek Helio G85, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, % 83.22,, Full HD, Type-C USB, 2.0, 162.3 MM, 8 MP, 8.9 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD,, Var,, Sadece Sıçramalara Karşı,,,,,,64.0
57,57,https://www.n11.com/urun/xiaomi-mi-10-lite-5g-duos-128-gb-ithalatci-garantili-1532180?magaza=enindirim," 4.299,00 ", Xiaomi, Mi 10 Lite 5G Duos, Android, 16 MP, 48 MP, 6 GB, 4160 mAh," 6.57""", 1080 x 2400, İthalatçı Garantili, Var, Var,, 74.77 MM, Var, Var,, Qualcomm Snapdragon 765G (SM7250-AB), Var, Single-core 2.4 GHz ARM Cortex-A76 (Kryo 475),5.1, 2160p (Ultra HD) 4K, 2.4 GHz, % 84.54, Var, FHD+, Type-C USB, 2.0, 163.91 MM, 8 MP, 7.98 MM,, Var, 2 MP, 192 G, 60 fps, 2 MP,8.0, AMOLED, Var, Var,,, Single-core 2.2 GHz ARM Cortex-A76 (Kryo 475),,, Hexa-core 2.2 GHz,,128.0
58,58,https://www.n11.com/urun/samsung-galaxy-j320-j3-2016-8-gb-duos-ithalatci-garantili-647167?magaza=teyacep," 1.299,99 ", Samsung, Galaxy J3 (2016), Android, 5 MP, 8 MP, 1.5 GB, 2600 mAh," 5""", 720 x 1280, İthalatçı Garantili,, Var,,, Var, Var, Var,,, Quad-Core 1.5 GHz ARM Cortex-A7,,,,,,,,,,,,,,,,,,, Super Amoled,,,,,,,,,,8.0
59,59,https://www.n11.com/urun/general-mobile-gm-20-pro-128-gb-general-mobile-turkiye-garantili-1507045?magaza=gelbial," 2.318,00 ", General Mobile, GM 20 Pro, Android, 16 MP, 48 MP, 6 GB, 4050 mAh," 6.3""", 1080 x 2340, Distribütör Garantili, Var,,, 75 MM,, Var, Var, MediaTek MT6771V/T (Helio P70), Var, Quad-core 2.1 GHz ARM Cortex-A73,4.2,, 2.1 GHz, % 81.97,, Full HD+, USB Type-C, 2.0, 157.5 MM, 8 MP, 8.65 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,, Var,,, Quad-core 2.0 GHz ARM Cortex-A53,,,,,128.0
60,60,https://www.n11.com/urun/oppo-reno2-z-128-gb-oppo-turkiye-garantili-1166699?magaza=penguenbilgisayar," 3.239,00 ", Oppo, Reno2 Z, Android, 16 MP, 48 MP, 8 GB, 4000 mAh," 6.5""", 1080 x 2340, Distribütör Garantili, Var, Yok, Yok, 75.8 MM, Var, Var, Var, MediaTek Helio P90, Var, Dual-core 2.2 GHz ARM Cortex-A75,5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 84.56, Yok, FHD+, USB Type-C, 2.0, 161.8 MM, 8 MP, 8.7 MM, Yok, Var, 2 MP, 195 G, 30 fps, 2 MP,8.0, AMOLED, Yok,,,,,,,,,128.0
61,61,https://www.n11.com/urun/xiaomi-redmi-note-9s-duos-128-gb-xiaomi-turkiye-garantili-1354254?magaza=aksarayiletisim," 3.234,00 ", Xiaomi, Redmi Note 9S, Android, 16 MP, 48 MP, 6 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM,, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,128.0
62,62,https://www.n11.com/urun/apple-iphone-7-32-gb-apple-turkiye-garantili-124307?magaza=pereksgrup," 3.799,00 ", Apple, iPhone 7, iOS, 7 MP, 12 MP, 2 GB, 1960 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Yok, Yok, Var, 67.1 MM, Var, Var, Yok, Apple A10 Fusion, Var, Quad-Core 2.34 GHz,4.2, 2160p (Ultra HD) 4K, 2.34 GHz, % 65.61, Var, HD+, Lightning, 2.0, 138.3 MM,, 7.1 MM, Var, Var,, 138 G, 30 fps,,4.0, IPS LCD, Yok, Yok, IP6X, IPX7,,,,,,32.0
63,63,https://www.n11.com/urun/samsung-galaxy-a71-128-gb-samsung-turkiye-garantili-1275086?magaza=amobile," 4.049,00 ", Samsung, A71, Android, 32 MP, 64 MP, 8 GB, 4500 mAh," 6.7""", 1080 x 2400, Distribütör Garantili, Var, Var, Yok, 76 MM, Var, Var, Var, Qualcomm Snapdragon 730 (SM7150-AA), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 1080p (Full HD), 2.2 GHz, % 86.97, Yok, FHD+, USB Type-C, 2.0, 163.6 MM, 12 MP, 7.7 MM, Yok, Yok, 5 MP, 179 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
64,64,https://www.n11.com/urun/xiaomi-redmi-9-duos-64-gb-xiaomi-turkiye-garantili-1455290?magaza=bittibitiyor," 2.530,00 ", Xiaomi, Redmi 9 Duos, Android, 8 MP, 13 MP, 4 GB, 5020 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var,, 77.01 MM,, Var, Var, MediaTek Helio G80, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, % 82.51,, Full HD, USB Type-C, 2.0, 163.32 MM, 8 MP, 9.1 MM,, Var, 5 MP, 198 G, 30 fps, 2 MP,8.0, IPS LCD,,,,,,,,,,64.0
65,65,https://www.n11.com/urun/xiaomi-redmi-note-9s-duos-64-gb-xiaomi-turkiye-garantili-1348266?magaza=bittibitiyor," 3.010,00 ", Xiaomi, Redmi Note 9S, Android, 16 MP, 48 MP, 4 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM,, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
66,66,https://www.n11.com/urun/xiaomi-mi-note-10-lite-64-gb-6-gb-ram-xiaomi-turkiye-garantili-1377383?magaza=bittibitiyor," 3.849,00 ", Xiaomi, Mi Note 10 Lite, Android, 16 MP, 64 MP, 6 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 74.2 MM, Var, Var, Yok, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.25, Yok, FHD+, USB Type-C, 2.0, 157.8 MM, 8 MP, 9.67 MM,, Var, 5 MP, 204 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,64.0
67,67,https://www.n11.com/urun/xiaomi-redmi-note-9-128-gb-xiaomi-turkiye-garantili-1387209?magaza=bittibitiyor," 2.949,90 ", Xiaomi, Redmi Note 9, Android, 13 MP, 48 MP, 4 GB, 5020 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var,, 77.2 MM,, Var, Var, MediaTek Helio G85, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, % 83.22,, Full HD, Type-C USB, 2.0, 162.3 MM, 8 MP, 8.9 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD,, Var,, Sadece Sıçramalara Karşı,,,,,,128.0
68,68,https://www.n11.com/urun/samsung-galaxy-a21s-duos-64-gb-samsung-turkiye-garantili-1402396?magaza=alkisiletisim," 2.689,00 ", Samsung, Galaxy A21S, Android, 13 MP, 48 MP, 4 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili, Var, Var,, 75.3 MM, Var, Var, Var, Samsung Exynos 850, Var, Quad-Core 2.0 GHz ARM Cortex-A55,5.0, 1080p (Full HD), 2 GHz, % 82.43,, HD+, USB Type-C, 2.0, 163.7 MM, 8 MP, 8.9 MM,, Var, 2 MP, 192 G, 30 fps, 2 MP,8.0, PLS,,,,,,,,,,64.0
69,69,https://www.n11.com/urun/samsung-galaxy-a11-32-gb-samsung-turkiye-garantili-1402323?magaza=alkisiletisim," 2.279,00 ", Samsung, Galaxy A11, Android, 8 MP, 13 MP, 2 GB, 4000 mAh," 6.4""", 720 x 1560, Distribütör Garantili, Var,,, 76.3 MM, Var, Var, Var, Qualcomm Snapdragon 450 (SDM450), Var, Octa-Core 1.8 Ghz ARM Cortex-A53,4.2, 1080p (Full HD), 1.8 GHz, % 81.4,, HD+, USB Type-C, 2.0, 161.4 MM, 5 MP, 8 MM,,, 2 MP, 177 G, 30 fps,,8.0, PLS,,,,,,,,,,32.0
70,70,https://www.n11.com/urun/oppo-a72-128-gb-oppo-turkiye-garantili-1436850?magaza=alkisiletisim," 3.028,00 ", Oppo, A72, Android, 16 MP, 48 MP, 4 GB, 4880 mAh," 6.5""", 2400 x 1080, Distribütör Garantili,,,, 75.5 MM, Var, Var,,,,,5.0,,,,,,,, 162 MM, 8 MP, 8.9 MM,,, 2 MP, 192 G,, 2 MP,, TFT LCD,,,,,,,,,,128.0
71,71,https://www.n11.com/urun/oppo-realme-c3i-duos-32-gb-realme-turkiye-garantili-1451350?magaza=alkisiletisim," 2.499,00 ", Oppo, Realme C3i Duos, Android,, 12 MP, 2 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili,, Var,, 75 MM,, Var, Var, MediaTek Helio G70, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, %82.7,, HD+, Micro-USB, 2.0, 164.4 MM, 2 MP, 9 MM,,,, 195 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,32.0
72,72,https://www.n11.com/urun/casper-via-x20-premium-128-gb-casper-turkiye-garantili-1483733?magaza=alkisiletisim," 3.381,00 ", Casper, VIA.X20, Android 10 (Q), 25 MP, 48 MP, 6 GB, 4510 mAh, 163.73, 2340 x 1080, Distribütör Garantili, Var, Var,, 77.1, Yok, Var, 512 GB, MediaTek Helio™ P70, Var, A73 Cortex,4.2, FULL HD, 2.1GHz + 2.0 GHz, 84%,, 1080, Type-C USB,," 6.53""", 8 MP, 8.8 MM,, Var, 2 MP, 190 G, 30, 2 MP,8.0, Ips,, Var,,,,, Var,,,128.0
73,73,https://www.n11.com/urun/oppo-a5s-32-gb3-gb-oppo-turkiye-garantili-1126704?magaza=alkisiletisim," 2.199,00 ", Oppo, A5s, Android, 8 MP, 13 MP, 3 GB, 4230 mAh," 6.2""", 720 x 1520, Distribütör Garantili,, Yok, Yok, 75.4 MM, Yok, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-Core 2.3 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 2.3 GHz, % 80.86, Yok, HD+, Micro-USB, 2.0, 155.9 MM, 2 MP, 8.2 MM, Yok, Var,, 170 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,32.0
74,74,https://www.n11.com/urun/tcl-10-plus-duos-64-gb-tcl-turkiye-garantili-1518790?magaza=alkisiletisim," 3.500,00 ", Tcl, 10 PLUS, Android, 16 MP, 48 MP, 6 GB, 4500 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 72.88 MM, Var, Var, Var, Qualcomm Snapdragon 665 (SM6125), Var, Quad-core 2.0 GHz Kryo 260 (Gold),5.0, 2160p (Ultra HD) 4K, 2.0 GHz, % 89.02,,, USB Type-C, 2.0, 158.9 MM, 8 MP, 8.95 MM,, Var, 2 MP, 172 G, 30 fps, 2 MP,8.0, AMOLED,, Var,,, Quad-Core 1.8 GHz Kryo 260 (Silver),,,,,64.0
75,75,https://www.n11.com/urun/oppo-a31-64-gb-oppo-turkiye-garantili-1400774?magaza=alkisiletisim," 2.539,00 ", Oppo, A31, Android, 8 MP, 12 MP, 4 GB, 4230 mAh," 6.5""", 720 x 1600, Distribütör Garantili,,,, 75.5 MM,, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.7,, HD+, Type-C USB, 2.0, 163.9 MM, 2 MP, 8.3 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,64.0
76,76,https://www.n11.com/urun/xiaomi-redmi-note-9-128-gb-ithalatci-garantili-1482137?magaza=teknophone," 2.750,00 ", Xiaomi, Redmi Note 9, Android, 13 MP, 48 MP, 4 GB, 5020 mAh," 6.53""", 1080 x 2340, İthalatçı Garantili, Var, Var,, 77.2 MM, Yok, Var, Var, MediaTek Helio G85, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080 P, 2 GHz, % 83.22,, Full HD, Type-C USB, 2.0, 162.3 MM, 8 MP, 8.9 MM, Var, Var, 2 MP, 199 G, 30 Fps, 2 MP,8.0, Ips Lcd, Var, Var,,,,,,,,128.0
77,77,https://www.n11.com/urun/vestel-venus-go-8-gb-vestel-turkiye-garantili-855423?magaza=koy-sepete," 1.099,00 ", Vestel, Venus Go, Android, 5 MP, 8 MP, 1 GB, 2350 mAh," 5""", 720 x 1280, Distribütör Garantili,, Yok, Yok, 72.45 MM, Yok, Var, Var, Qualcomm Snapdragon 212 MSM8909, Var, Quad-Core 1.3 GHz ARM Cortex-A7,4.0, 720p (HD), 1.3 GHz, % 66.15, Yok, HD, Micro-USB, 2.0, 143.8 MM,, 8.8 MM, Yok,,, 160 G, 30 fps,,4.0, IPS LCD, Yok,,,,,,,,,8.0
78,78,https://www.n11.com/urun/samsung-galaxy-a71-128-gb-samsung-turkiye-garantili-1275086?magaza=bittibitiyor," 4.039,00 ", Samsung, A71, Android, 32 MP, 64 MP, 8 GB, 4500 mAh," 6.7""", 1080 x 2400, Distribütör Garantili, Var, Var, Yok, 76 MM, Var, Var, Var, Qualcomm Snapdragon 730 (SM7150-AA), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 1080p (Full HD), 2.2 GHz, % 86.97, Yok, FHD+, USB Type-C, 2.0, 163.6 MM, 12 MP, 7.7 MM, Yok, Yok, 5 MP, 179 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
79,79,https://www.n11.com/urun/samsung-galaxy-a71-128-gb-samsung-turkiye-garantili-1275086?magaza=azimticaret," 4.039,00 ", Samsung, A71, Android, 32 MP, 64 MP, 8 GB, 4500 mAh," 6.7""", 1080 x 2400, Distribütör Garantili, Var, Var, Yok, 76 MM, Var, Var, Var, Qualcomm Snapdragon 730 (SM7150-AA), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 1080p (Full HD), 2.2 GHz, % 86.97, Yok, FHD+, USB Type-C, 2.0, 163.6 MM, 12 MP, 7.7 MM, Yok, Yok, 5 MP, 179 G, 30 fps, 5 MP,8.0, Super AMOLED, Yok,,,,,,,,,128.0
